state,district,total_auth_sum,is_anomaly,anomaly_severity,QDI,qdi_status,needs_audit,bio_ratio,demo_ratio,DLI,load_status,recommendation,load_ratio,surge_score,surge_level,priority_score,priority_level
Nagaland,Tuensang,15583.0,0,6.47,-12.73,Good,0,0.7273,0.2727,42.34,Moderate,Monitor: Review weekly,0.004,52.23,Elevated,17.92,Medium
Nagaland,Wokha,10534.0,0,23.12,-21.74,Excellent,0,0.8174,0.1825,36.33,Optimal,Optimal: Maintain current allocation,0.006,15.48,Normal,12.45,Low
Nagaland,Zunheboto,11019.0,0,17.12,-17.08,Good,0,0.7708,0.2291,42.69,Moderate,Monitor: Review weekly,0.003,51.99,Elevated,18.01,Medium
Nagpur,Near Uday nagar NIT garden,1.0,0,16.37,60.0,Critical,1,0.0,0.5,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.002,-0.38,Low,18.0,Medium
ODISHA,NUAPADA,84.0,0,5.84,20.0,Watch,0,0.4,0.5882,8.95,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,25.5,Normal,11.24,Low
Odisha,ANGUL,14.0,0,7.73,26.67,Concern,1,0.3333,0.6,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.002,7.96,Normal,8.8,Low
Odisha,ANUGUL,399.0,0,6.22,-3.5,Good,0,0.635,0.3625,10.67,Under-utilized,Consider: Reallocate resources to high-load areas,0.005,42.75,Normal,7.48,Low
Odisha,Angul,102290.0,0,1.64,-10.59,Good,0,0.7059,0.2941,27.49,Optimal,Optimal: Maintain current allocation,0.001,65.72,Elevated,14.82,Low
Odisha,Anugal,15.0,0,9.47,35.0,Concern,1,0.25,0.6875,7.65,Under-utilized,Consider: Reallocate resources to high-load areas,0.003,5.88,Normal,13.38,Low
Odisha,Anugul,3319.0,0,5.96,4.7,Watch,0,0.553,0.4467,18.51,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,25.54,Normal,9.52,Low
Odisha,BALANGIR,1.0,0,13.13,10.0,Watch,0,0.5,0.0,0.0,Optimal,,,-0.38,Low,3.0,Low
Odisha,Balangir,138114.0,0,4.38,-12.01,Good,0,0.7201,0.2799,25.99,Optimal,Optimal: Maintain current allocation,0.001,51.11,Elevated,12.91,Low
Odisha,Baleshwar,33832.0,0,6.37,-8.91,Good,0,0.6891,0.3109,19.62,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,33.79,Normal,9.26,Low
Odisha,Baleswar,163758.0,0,11.68,-13.19,Good,0,0.7319,0.2681,24.21,Optimal,Optimal: Maintain current allocation,0.0,55.31,Elevated,12.79,Low
Odisha,Balianta,1.0,0,16.37,60.0,Critical,1,0.0,0.5,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.002,-0.38,Low,18.0,Medium
Odisha,Bargarh,125758.0,0,5.04,-11.83,Good,0,0.7183,0.2817,27.04,Optimal,Optimal: Maintain current allocation,0.001,49.87,Elevated,13.1,Low
Odisha,Baudh,6379.0,0,14.9,-21.91,Excellent,0,0.8191,0.1807,19.43,Under-utilized,Consider: Reallocate resources to high-load areas,0.002,51.23,Elevated,10.95,Low
Odisha,Bhadrak,144072.0,0,6.81,-11.75,Good,0,0.7175,0.2825,27.13,Optimal,Optimal: Maintain current allocation,0.001,51.74,Elevated,13.31,Low
Odisha,Bhadrak(R),1.0,0,16.37,60.0,Critical,1,0.0,0.5,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.002,-0.38,Low,18.0,Medium
Odisha,Boudh,36426.0,0,4.33,-14.35,Good,0,0.7435,0.2564,25.16,Optimal,Optimal: Maintain current allocation,0.002,43.14,Normal,11.86,Low
Odisha,Cuttack,197377.0,0,16.96,-15.02,Good,0,0.7502,0.2498,27.69,Optimal,Optimal: Maintain current allocation,0.0,56.41,Elevated,13.95,Low
Odisha,Debagarh,26340.0,0,5.02,-9.48,Good,0,0.6948,0.3051,27.98,Optimal,Optimal: Maintain current allocation,0.005,54.75,Elevated,13.87,Low
Odisha,Dhenkanal,115904.0,0,5.23,-13.99,Good,0,0.7399,0.2601,22.61,Optimal,Optimal: Maintain current allocation,0.002,51.6,Elevated,11.94,Low
Odisha,Gajapati,89293.0,0,6.46,-15.56,Good,0,0.7556,0.2444,29.71,Optimal,Optimal: Maintain current allocation,0.001,33.45,Normal,12.26,Low
Odisha,Ganjam,300826.0,0,15.82,-7.9,Good,0,0.679,0.321,23.13,Optimal,Optimal: Maintain current allocation,0.0,79.95,Elevated,14.93,Low
Odisha,JAJPUR,59071.0,0,4.56,-7.93,Good,0,0.6793,0.3206,21.87,Optimal,Optimal: Maintain current allocation,0.0,38.76,Normal,10.44,Low
Odisha,Jagatsinghapur,69696.0,0,8.58,-17.1,Good,0,0.771,0.229,27.73,Optimal,Optimal: Maintain current allocation,0.001,59.05,Elevated,14.22,Low
Odisha,Jagatsinghpur,18969.0,0,5.21,-11.73,Good,0,0.7173,0.2826,27.57,Optimal,Optimal: Maintain current allocation,0.0,28.16,Normal,11.09,Low
Odisha,Jajapur,93940.0,0,3.99,-11.35,Good,0,0.7135,0.2865,25.95,Optimal,Optimal: Maintain current allocation,0.0,42.03,Normal,11.99,Low
Odisha,Jajpur,542.0,0,5.4,3.83,Watch,0,0.5617,0.4365,16.6,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,44.67,Normal,10.6,Low
Odisha,Jharsuguda,47079.0,0,0.03,-3.79,Good,0,0.6379,0.3621,25.42,Optimal,Optimal: Maintain current allocation,0.001,25.0,Normal,10.13,Low
Odisha,Kalahandi,155755.0,0,3.93,-8.84,Good,0,0.6884,0.3116,24.02,Optimal,Optimal: Maintain current allocation,0.002,51.77,Elevated,12.38,Low
Odisha,Kandhamal,103451.0,0,1.89,-8.85,Good,0,0.6885,0.3115,28.09,Optimal,Optimal: Maintain current allocation,0.001,41.66,Normal,12.59,Low
Odisha,Kendrapara,129612.0,0,3.27,-8.81,Good,0,0.6881,0.3119,29.47,Optimal,Optimal: Maintain current allocation,0.001,45.85,Normal,13.43,Low
Odisha,Kendujhar,171027.0,0,3.93,-7.7,Good,0,0.677,0.323,24.31,Optimal,Optimal: Maintain current allocation,0.001,63.66,Elevated,13.66,Low
Odisha,Khorda,142540.0,0,9.65,-13.12,Good,0,0.7312,0.2688,25.62,Optimal,Optimal: Maintain current allocation,0.0,53.05,Elevated,12.99,Low
Odisha,Khordha,14660.0,0,10.6,-7.73,Good,0,0.6773,0.3226,17.37,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,31.17,Normal,8.33,Low
Odisha,Koraput,161802.0,0,5.87,-13.9,Good,0,0.739,0.261,29.77,Optimal,Optimal: Maintain current allocation,0.001,51.54,Elevated,14.08,Low
Odisha,Malkangiri,75202.0,0,12.31,-11.65,Good,0,0.7165,0.2835,32.02,Optimal,Optimal: Maintain current allocation,0.004,64.62,Elevated,16.07,Medium
Odisha,Mayurbhanj,246840.0,0,10.75,-10.44,Good,0,0.7044,0.2956,24.51,Optimal,Optimal: Maintain current allocation,0.0,57.26,Elevated,13.08,Low
Odisha,NAYAGARH,9.0,0,30.81,-30.0,Excellent,0,0.9,0.0,0.14,Under-utilized,Consider: Reallocate resources to high-load areas,0.002,-0.37,Low,0.04,Low
Odisha,NUAPADA,630.0,0,7.4,11.03,Watch,0,0.4897,0.5087,21.62,Optimal,Optimal: Maintain current allocation,0.002,39.45,Normal,13.74,Low
Odisha,Nabarangapur,146578.0,0,9.5,-10.92,Good,0,0.7092,0.2908,26.67,Optimal,Optimal: Maintain current allocation,0.003,56.91,Elevated,13.69,Low
Odisha,Nayagarh,91557.0,0,2.75,-14.61,Good,0,0.7461,0.2539,26.05,Optimal,Optimal: Maintain current allocation,0.001,42.64,Normal,12.08,Low
Odisha,Nuapada,70520.0,0,17.09,-14.32,Good,0,0.7432,0.2568,21.25,Optimal,Optimal: Maintain current allocation,0.01,60.23,Elevated,12.4,Low
Odisha,Puri,111177.0,0,2.44,-11.81,Good,0,0.7181,0.2819,30.73,Optimal,Optimal: Maintain current allocation,0.001,54.39,Elevated,14.66,Low
Odisha,Rayagada,98262.0,0,2.12,-7.63,Good,0,0.6763,0.3237,28.49,Optimal,Optimal: Maintain current allocation,0.002,57.9,Elevated,14.34,Low
Odisha,Sambalpur,88449.0,0,0.31,-5.42,Good,0,0.6542,0.3458,27.49,Optimal,Optimal: Maintain current allocation,0.001,42.07,Normal,12.45,Low
Odisha,Sonapur,43829.0,0,8.09,-9.37,Good,0,0.6937,0.3063,24.49,Optimal,Optimal: Maintain current allocation,0.004,46.83,Elevated,12.03,Low
Odisha,Subarnapur,11899.0,0,3.91,-3.5,Good,0,0.635,0.365,21.55,Optimal,Optimal: Maintain current allocation,0.001,37.32,Normal,10.2,Low
Odisha,Sundargarh,23331.0,0,5.16,-9.44,Good,0,0.6944,0.3055,21.24,Optimal,Optimal: Maintain current allocation,0.0,33.77,Normal,9.75,Low
Odisha,Sundergarh,150113.0,0,6.64,-11.22,Good,0,0.7122,0.2878,26.16,Optimal,Optimal: Maintain current allocation,0.0,55.47,Elevated,13.4,Low
Odisha,jajpur,376.0,0,7.53,1.91,Watch,0,0.5809,0.4164,13.42,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,17.88,Normal,6.39,Low
Orissa,Angul,5.0,0,9.96,26.67,Concern,1,0.3333,0.5,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.002,-0.37,Low,8.0,Low
Orissa,Anugul,421.0,0,8.48,10.24,Watch,0,0.4976,0.5,6.87,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,49.78,Elevated,10.11,Low
Orissa,Anugul  *,1.0,0,13.13,10.0,Watch,0,0.5,0.0,0.0,Optimal,,,-0.38,Low,3.0,Low
Orissa,Balangir,17855.0,0,4.38,-12.28,Good,0,0.7228,0.2771,22.8,Optimal,Optimal: Maintain current allocation,0.0,53.33,Elevated,12.17,Low
Orissa,Baleshwar,6120.0,0,7.95,-6.61,Good,0,0.6661,0.3338,13.86,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,31.22,Normal,7.28,Low
Orissa,Baleswar,17.0,0,8.27,-1.11,Good,0,0.6111,0.3333,0.07,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,-4.91,Low,0.02,Low
Orissa,Bargarh,1871.0,0,4.71,1.13,Watch,0,0.5887,0.4108,21.45,Optimal,Optimal: Maintain current allocation,0.0,50.24,Elevated,11.8,Low
Orissa,Baudh,9.0,0,8.51,10.0,Watch,0,0.5,0.4,0.07,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,-0.37,Low,3.02,Low
Orissa,Bhadrak,8619.0,0,6.55,-9.37,Good,0,0.6937,0.3061,25.83,Optimal,Optimal: Maintain current allocation,0.0,51.36,Elevated,12.88,Low
Orissa,Cuttack,8799.0,0,15.49,-16.57,Good,0,0.7657,0.2342,25.83,Optimal,Optimal: Maintain current allocation,0.0,32.95,Normal,11.04,Low
Orissa,Debagarh,12.0,0,4.62,21.54,Concern,1,0.3846,0.5385,0.07,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,5.88,Normal,7.07,Low
Orissa,Dhenkanal,2377.0,0,6.89,-10.86,Good,0,0.7086,0.291,15.93,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,41.27,Normal,8.91,Low
Orissa,Gajapati,134.0,0,6.58,8.15,Watch,0,0.5185,0.4741,7.02,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,23.34,Normal,6.88,Low
Orissa,Ganjam,12005.0,0,10.6,-3.58,Good,0,0.6358,0.3641,21.57,Optimal,Optimal: Maintain current allocation,0.0,33.43,Normal,9.81,Low
Orissa,Jagatsinghapur,324.0,0,11.85,-14.77,Good,0,0.7477,0.2492,12.72,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,22.38,Normal,6.05,Low
Orissa,Jajapur,1300.0,0,6.38,-2.57,Good,0,0.6257,0.3736,17.37,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,50.07,Elevated,10.22,Low
Orissa,Jajapur  *,3.0,0,10.67,60.0,Critical,1,0.0,0.75,0.0,Optimal,,,-0.38,Low,18.0,Medium
Orissa,Jharsuguda,190.0,0,5.71,20.73,Concern,1,0.3927,0.6021,11.56,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,15.69,Normal,11.26,Low
Orissa,Kalahandi,32.0,0,6.22,17.58,Watch,0,0.4242,0.5455,0.07,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,2.74,Normal,5.57,Low
Orissa,Kandhamal,513.0,0,6.73,13.7,Watch,0,0.463,0.535,8.34,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,43.52,Normal,10.96,Low
Orissa,Kendrapara,499.0,0,8.42,8.6,Watch,0,0.514,0.484,12.45,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,31.83,Normal,9.5,Low
Orissa,Kendujhar,695.0,0,7.96,14.17,Watch,0,0.4583,0.5402,18.78,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,23.64,Normal,12.25,Low
Orissa,Khorda,9.0,0,6.77,20.0,Watch,0,0.4,0.5,0.07,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,-0.35,Low,6.02,Low
Orissa,Khordha,18732.0,0,13.62,-17.94,Good,0,0.7794,0.2205,20.22,Optimal,Optimal: Maintain current allocation,0.0,31.18,Normal,9.18,Low
Orissa,Khordha  *,1.0,0,13.13,10.0,Watch,0,0.5,0.0,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.002,-0.38,Low,3.0,Low
Orissa,Koraput,2170.0,0,5.64,-1.58,Good,0,0.6158,0.3837,14.91,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,38.66,Normal,8.34,Low
Orissa,Malkangiri,476.0,0,5.92,6.54,Watch,0,0.5346,0.4633,14.29,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,21.75,Normal,8.42,Low
Orissa,Mayurbhanj,117.0,0,10.31,3.22,Watch,0,0.5678,0.4237,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.0,11.59,Normal,2.12,Low
Orissa,Nabarangapur,25.0,0,7.11,17.69,Watch,0,0.4231,0.5385,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.0,0.72,Normal,5.38,Low
Orissa,Nayagarh,1921.0,0,7.52,-7.22,Good,0,0.6722,0.3273,16.53,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,50.28,Elevated,9.99,Low
Orissa,Nuapada,4.0,0,7.36,20.0,Watch,0,0.4,0.4,0.0,Optimal,,,-0.37,Low,6.0,Low
Orissa,Puri,5742.0,0,5.41,-4.5,Good,0,0.645,0.3549,22.53,Optimal,Optimal: Maintain current allocation,0.0,28.68,Normal,9.63,Low
Orissa,Rayagada,2489.0,0,5.81,-2.73,Good,0,0.6273,0.3723,21.88,Optimal,Optimal: Maintain current allocation,0.001,50.46,Elevated,11.61,Low
Orissa,Sambalpur,377.0,0,7.74,24.29,Concern,1,0.3571,0.6402,6.69,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,21.83,Normal,11.48,Low
Orissa,Sonapur,186.0,0,5.47,16.15,Watch,0,0.4385,0.5561,7.73,Under-utilized,Consider: Reallocate resources to high-load areas,0.002,9.97,Normal,8.16,Low
Orissa,Subarnapur,87.0,0,7.69,19.09,Watch,0,0.4091,0.5795,8.92,Under-utilized,Consider: Reallocate resources to high-load areas,0.004,20.86,Normal,10.49,Low
Orissa,Sundargarh,1897.0,0,8.56,-6.02,Good,0,0.6602,0.3393,13.62,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,50.3,Elevated,9.12,Low
Orissa,Sundergarh,3.0,0,9.29,10.0,Watch,0,0.5,0.25,0.07,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,-0.38,Low,3.02,Low
Pondicherry,Cuddalore,6.0,0,25.42,-25.71,Excellent,0,0.8571,0.0,0.0,Optimal,,,-0.37,Low,0.0,
Pondicherry,Karaikal,4142.0,0,16.14,-17.17,Good,0,0.7717,0.2281,17.26,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,50.72,Elevated,10.25,Low
Pondicherry,Pondicherry,33981.0,0,15.67,-20.77,Excellent,0,0.8077,0.1922,23.56,Optimal,Optimal: Maintain current allocation,0.001,28.64,Normal,9.93,Low
Pondicherry,Viluppuram,8.0,0,33.92,-28.89,Excellent,0,0.8889,0.0,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.002,-0.38,Low,0.0,
Pondicherry,Yanam,385.0,0,13.84,22.44,Concern,1,0.3756,0.6218,15.84,Under-utilized,Consider: Reallocate resources to high-load areas,0.006,28.87,Normal,14.37,Low
Puducherry,Karaikal,20940.0,0,6.23,-13.24,Good,0,0.7324,0.2675,23.58,Optimal,Optimal: Maintain current allocation,0.003,43.43,Normal,11.42,Low
Puducherry,Pondicherry,80.0,0,5.68,-5.43,Good,0,0.6543,0.3333,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.0,11.86,Normal,1.19,Low
Puducherry,Puducherry,52940.0,0,2.34,-2.09,Good,0,0.6209,0.3791,25.75,Optimal,Optimal: Maintain current allocation,0.001,41.32,Normal,11.86,Low
Puducherry,Yanam,195.0,0,9.82,3.88,Watch,0,0.5612,0.4337,13.41,Under-utilized,Consider: Reallocate resources to high-load areas,0.006,36.58,Normal,8.84,Low
Punjab,Amritsar,284437.0,1,53.6,-4.76,Good,0,0.6476,0.3524,70.57,High,High Priority: Schedule reinforcement,0.001,77.3,Elevated,58.9,Critical
Punjab,Barnala,54271.0,0,4.71,-14.7,Good,0,0.747,0.253,35.19,Optimal,Optimal: Maintain current allocation,0.003,60.24,Elevated,16.58,Medium
Punjab,Bathinda,143840.0,0,12.89,-13.54,Good,0,0.7354,0.2646,45.24,Moderate,Monitor: Review weekly,0.003,78.77,Elevated,21.45,Medium
Punjab,Faridkot,59491.0,0,12.6,-14.65,Good,0,0.7465,0.2535,37.29,Optimal,Optimal: Maintain current allocation,0.006,61.17,Elevated,17.3,Medium
Punjab,Fatehgarh Sahib,60801.0,0,6.72,-14.39,Good,0,0.7439,0.2561,45.25,Moderate,Monitor: Review weekly,0.001,37.89,Normal,17.36,Medium
Punjab,Fazilka,101532.0,0,10.61,-8.35,Good,0,0.6835,0.3164,36.77,Optimal,Optimal: Maintain current allocation,0.005,47.77,Elevated,15.81,Medium
Punjab,Ferozepur,95801.0,0,5.75,-10.27,Good,0,0.7027,0.2973,32.63,Optimal,Optimal: Maintain current allocation,0.002,54.06,Elevated,15.2,Medium
Punjab,Firozpur,19322.0,0,3.51,-4.85,Good,0,0.6485,0.3514,22.45,Optimal,Optimal: Maintain current allocation,0.001,41.32,Normal,10.87,Low
Punjab,Gurdaspur,221682.0,0,19.77,-7.05,Good,0,0.6705,0.3295,38.11,Optimal,Optimal: Maintain current allocation,0.001,57.53,Elevated,17.19,Medium
Punjab,Hoshiarpur,157709.0,0,21.52,-9.98,Good,0,0.6998,0.3002,45.87,Moderate,Monitor: Review weekly,0.0,61.25,Elevated,19.89,Medium
Punjab,Jalandhar,210115.0,0,14.77,-15.11,Good,0,0.7511,0.2489,40.14,Moderate,Monitor: Review weekly,0.0,72.1,Elevated,19.25,Medium
Punjab,Kapurthala,73042.0,0,10.85,-20.4,Excellent,0,0.804,0.196,45.79,Moderate,Monitor: Review weekly,0.001,66.96,Elevated,20.43,Medium
Punjab,Ludhiana,342978.0,0,31.08,-4.18,Good,0,0.6418,0.3582,45.43,Moderate,Monitor: Review weekly,0.001,82.98,Elevated,21.93,Medium
Punjab,Malerkotla,33139.0,0,20.48,7.02,Watch,0,0.5298,0.4702,39.05,Optimal,Optimal: Maintain current allocation,0.005,54.08,Elevated,19.23,Medium
Punjab,Mansa,97674.0,0,15.09,-15.46,Good,0,0.7546,0.2454,35.41,Optimal,Optimal: Maintain current allocation,0.004,50.36,Elevated,15.66,Medium
Punjab,Moga,97414.0,0,9.11,-14.66,Good,0,0.7466,0.2534,38.89,Optimal,Optimal: Maintain current allocation,0.001,65.05,Elevated,18.17,Medium
Punjab,Muktsar,13367.0,0,6.52,-12.16,Good,0,0.7216,0.2784,27.43,Optimal,Optimal: Maintain current allocation,0.001,44.69,Normal,12.7,Low
Punjab,Nawanshahr,8050.0,0,13.07,-1.78,Good,0,0.6178,0.3821,21.96,Optimal,Optimal: Maintain current allocation,0.0,47.74,Elevated,11.36,Low
Punjab,Pathankot,46415.0,0,3.85,-8.09,Good,0,0.6809,0.3191,44.6,Moderate,Monitor: Review weekly,0.002,34.99,Normal,16.88,Medium
Punjab,Patiala,241136.0,0,31.98,-2.49,Good,0,0.6249,0.3751,48.39,Moderate,Monitor: Review weekly,0.003,60.19,Elevated,20.54,Medium
Punjab,Rupnagar,65808.0,0,6.05,-18.66,Good,0,0.7866,0.2134,29.44,Optimal,Optimal: Maintain current allocation,0.001,53.3,Elevated,14.16,Low
Punjab,S.A.S Nagar(Mohali),5581.0,0,6.43,4.52,Watch,0,0.5548,0.445,20.25,Optimal,Optimal: Maintain current allocation,0.0,42.89,Normal,11.72,Low
Punjab,SAS Nagar (Mohali),127181.0,0,14.21,7.01,Watch,0,0.5299,0.4701,34.69,Optimal,Optimal: Maintain current allocation,0.001,50.67,Elevated,17.58,Medium
Punjab,Sangrur,123339.0,0,6.84,-14.88,Good,0,0.7488,0.2512,31.98,Optimal,Optimal: Maintain current allocation,0.003,58.94,Elevated,15.49,Medium
Punjab,Shaheed Bhagat Singh Nagar,40356.0,0,13.25,-23.49,Excellent,0,0.8349,0.1651,31.24,Optimal,Optimal: Maintain current allocation,0.001,59.61,Elevated,15.33,Medium
Punjab,Sri Muktsar Sahib,88804.0,0,6.96,-14.9,Good,0,0.749,0.251,34.89,Optimal,Optimal: Maintain current allocation,0.003,53.82,Elevated,15.85,Medium
Punjab,Tarn Taran,118879.0,0,12.7,-16.28,Good,0,0.7628,0.2372,39.67,Optimal,Optimal: Maintain current allocation,0.001,66.12,Elevated,18.51,Medium
Puttenahalli,5th cross,1.0,0,16.37,60.0,Critical,1,0.0,0.5,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.002,-0.38,Low,18.0,Medium
Raja Annamalai Puram,Near Dhyana Ashram,1.0,0,16.37,60.0,Critical,1,0.0,0.5,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.002,-0.38,Low,18.0,Medium
Rajasthan,Ajmer,295177.0,0,24.53,3.01,Watch,0,0.5699,0.4301,45.22,Moderate,Monitor: Review weekly,0.001,87.77,Elevated,23.25,Medium
Rajasthan,Alwar,410415.0,0,22.25,-3.79,Good,0,0.6379,0.3621,35.36,Optimal,Optimal: Maintain current allocation,0.002,141.76,Critical,20.61,Medium
Rajasthan,Balotra,511.0,0,10.32,58.44,Critical,1,0.0156,0.9824,16.59,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,50.3,Elevated,27.54,Medium
Rajasthan,Banswara,214878.0,0,24.96,8.41,Watch,0,0.5159,0.4841,33.2,Optimal,Optimal: Maintain current allocation,0.005,62.63,Elevated,18.75,Medium
Rajasthan,Baran,178743.0,0,18.44,5.09,Watch,0,0.5491,0.4509,31.26,Optimal,Optimal: Maintain current allocation,0.006,87.73,Elevated,19.68,Medium
Rajasthan,Barmer,351773.0,0,19.18,-7.74,Good,0,0.6774,0.3226,28.15,Optimal,Optimal: Maintain current allocation,0.004,114.94,Critical,18.44,Medium
Rajasthan,Beawar,518.0,0,10.13,58.46,Critical,1,0.0154,0.9827,28.02,Optimal,Optimal: Maintain current allocation,0.0,41.75,Normal,30.12,High
Rajasthan,Bharatpur,271848.0,0,10.33,-0.49,Good,0,0.6049,0.3951,27.98,Optimal,Optimal: Maintain current allocation,0.002,87.69,Elevated,17.16,Medium
Rajasthan,Bhilwara,240811.0,0,7.75,1.97,Watch,0,0.5803,0.4197,29.63,Optimal,Optimal: Maintain current allocation,0.002,131.55,Critical,19.48,Medium
Rajasthan,Bikaner,239399.0,0,19.83,-5.22,Good,0,0.6522,0.3478,41.37,Moderate,Monitor: Review weekly,0.003,91.88,Elevated,21.6,Medium
Rajasthan,Bundi,123376.0,0,4.13,0.24,Watch,0,0.5976,0.4024,27.25,Optimal,Optimal: Maintain current allocation,0.004,80.1,Elevated,16.26,Medium
Rajasthan,Chittaurgarh,4566.0,0,6.25,6.42,Watch,0,0.5358,0.464,23.04,Optimal,Optimal: Maintain current allocation,0.0,28.52,Normal,11.69,Low
Rajasthan,Chittorgarh,133157.0,0,5.95,7.33,Watch,0,0.5267,0.4733,29.53,Optimal,Optimal: Maintain current allocation,0.001,57.36,Elevated,16.79,Medium
Rajasthan,Churu,234683.0,0,8.33,-7.01,Good,0,0.6701,0.3299,32.01,Optimal,Optimal: Maintain current allocation,0.003,92.36,Elevated,18.84,Medium
Rajasthan,Dausa,175287.0,0,7.45,-10.45,Good,0,0.7045,0.2955,26.45,Optimal,Optimal: Maintain current allocation,0.002,68.95,Elevated,14.83,Low
Rajasthan,Deeg,393.0,0,6.67,23.2,Concern,1,0.368,0.6294,15.3,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,49.91,Elevated,16.54,Medium
Rajasthan,Deeg ,1070.0,0,10.05,58.23,Critical,1,0.0177,0.9813,16.41,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,50.35,Elevated,27.43,Medium
Rajasthan,Dhaulpur,957.0,0,5.72,11.04,Watch,0,0.4896,0.5094,21.82,Optimal,Optimal: Maintain current allocation,0.001,50.02,Elevated,14.86,Low
Rajasthan,Dholpur,168314.0,0,17.7,6.8,Watch,0,0.532,0.468,24.16,Optimal,Optimal: Maintain current allocation,0.007,58.1,Elevated,15.1,Medium
Rajasthan,Didwana-Kuchaman,729.0,0,12.16,58.77,Critical,1,0.0123,0.9863,14.07,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,50.56,Elevated,26.91,Medium
Rajasthan,Dungarpur,196548.0,0,8.47,9.35,Watch,0,0.5065,0.4935,24.44,Optimal,Optimal: Maintain current allocation,0.002,75.55,Elevated,17.69,Medium
Rajasthan,Ganganagar,193640.0,0,7.4,-3.29,Good,0,0.6329,0.3671,37.46,Optimal,Optimal: Maintain current allocation,0.002,88.53,Elevated,20.09,Medium
Rajasthan,Hanumangarh,196106.0,0,12.0,0.19,Watch,0,0.5981,0.4019,29.42,Optimal,Optimal: Maintain current allocation,0.005,80.45,Elevated,16.93,Medium
Rajasthan,Jaipur,713970.0,1,48.06,-0.45,Good,0,0.6045,0.3955,33.28,Optimal,Optimal: Maintain current allocation,0.001,181.5,Critical,49.98,High
Rajasthan,Jaisalmer,75326.0,0,15.74,-11.02,Good,0,0.7102,0.2897,40.56,Moderate,Monitor: Review weekly,0.003,60.58,Elevated,18.23,Medium
Rajasthan,Jalor,184066.0,0,11.02,-2.96,Good,0,0.6296,0.3704,36.28,Optimal,Optimal: Maintain current allocation,0.004,86.03,Elevated,19.49,Medium
Rajasthan,Jalore,1058.0,0,11.74,57.92,Critical,1,0.0208,0.9783,16.59,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,34.74,Normal,25.83,Medium
Rajasthan,Jhalawar,177208.0,0,8.93,6.68,Watch,0,0.5332,0.4668,21.94,Optimal,Optimal: Maintain current allocation,0.004,61.56,Elevated,14.74,Low
Rajasthan,Jhunjhunu,5030.0,0,7.78,15.93,Watch,0,0.4407,0.5591,23.46,Optimal,Optimal: Maintain current allocation,0.0,51.97,Elevated,17.01,Medium
Rajasthan,Jhunjhunun,183668.0,0,4.97,-9.6,Good,0,0.696,0.304,29.14,Optimal,Optimal: Maintain current allocation,0.001,83.31,Elevated,17.07,Medium
Rajasthan,Jodhpur,396052.0,0,20.0,-4.16,Good,0,0.6416,0.3584,33.95,Optimal,Optimal: Maintain current allocation,0.002,110.76,Critical,20.19,Medium
