state,district,avg_demand,demand_std,peak_demand,avg_growth_rate,demand_z_score,surge_score,surge_level
Chandigarh,Rupnagar,1.3076923076923077,0.6176879969195301,3.0,0.1346153846153846,-0.799,6.38,Normal
West Bengal,South DumDum(M),1.5,0.97182531580755,4.0,0.125,-0.798,5.91,Normal
Orissa,Debagarh,1.5,0.5345224838248488,2.0,0.125,-0.798,5.88,Normal
Odisha,Anugal,1.25,0.45226701686664544,2.0,0.125,-0.799,5.88,Normal
Jammu & Kashmir,Srinagar,1.368421052631579,0.5972647203701476,3.0,0.11403508771929824,-0.799,5.35,Normal
Manipur,Tamenglong,54.2,48.98162920932704,217.0,0.046412124907849656,-0.734,5.29,Normal
Meghalaya,Jaintia Hills,1.7894736842105263,1.2283207764360908,5.0,0.09999999999999999,-0.798,4.68,Normal
Jammu & Kashmir,Udhampur,1.1,0.31622776601683794,2.0,0.1,-0.799,4.63,Normal
West Bengal,HOOGHLY,1.6111111111111112,0.7775443160352296,4.0,0.08333333333333333,-0.798,3.83,Normal
Uttar Pradesh,Bagpat,1.2857142857142858,0.4688072309384954,2.0,0.07142857142857142,-0.799,3.2,Normal
Orissa,Kalahandi,1.391304347826087,0.8387832331734846,4.0,0.06159420289855072,-0.799,2.74,Normal
west Bengal,South 24 Parganas,1.7777777777777777,0.97182531580755,4.0,0.05555555555555555,-0.798,2.44,Normal
Chandigarh,Mohali,1.2222222222222223,0.4409585518440984,2.0,0.05555555555555555,-0.799,2.41,Normal
Chhattisgarh,ManendragarhChirmiriBharatpur,104.0,39.50949253027682,133.0,0.0,-0.672,1.71,Normal
West Bengal,HOWRAH,1.4137931034482758,0.6277648205743444,3.0,0.034482758620689655,-0.799,1.37,Normal
Orissa,Nabarangapur,1.0869565217391304,0.2881040655200304,2.0,0.021739130434782608,-0.799,0.72,Normal
andhra pradesh,rangareddi,1.7058823529411764,1.046703508780838,4.0,0.004901960784313721,-0.798,-0.09,Low
West bengal,Hooghly,1.6,1.3416407864998738,4.0,0.0,-0.798,-0.34,Low
Orissa,Khorda,1.5,0.8366600265340756,3.0,0.0,-0.798,-0.35,Low
Tamil Nadu,Tuticorin,1.4285714285714286,0.7867957924694432,3.0,0.0,-0.799,-0.35,Low
West Bengal,South 24 pargana,1.8571428571428572,0.6900655593423541,3.0,0.0,-0.798,-0.35,Low
West bengal,South 24 Parganas,2.0,0.6324555320336759,3.0,0.0,-0.798,-0.35,Low
Manipur,Kangpokpi,1.5,0.7071067811865476,2.0,0.0,-0.798,-0.37,Low
Uttar Pradesh,Gautam Buddha Nagar *,2.0,,2.0,0.0,-0.798,-0.37,Low
Goa,Bicholim,2.0,0.0,2.0,0.0,-0.798,-0.37,Low
Goa,Tiswadi,1.5,0.5773502691896257,2.0,0.0,-0.798,-0.37,Low
Chhatisgarh,Raipur,1.2857142857142858,0.4879500364742666,2.0,0.0,-0.799,-0.37,Low
Darbhanga,Near University Thana,2.0,,2.0,0.0,-0.798,-0.37,Low
West Bengal,South  Twenty Four Parganas,1.6666666666666667,0.5773502691896257,2.0,0.0,-0.798,-0.37,Low
Uttar Pradesh,Baghpat *,1.5,0.7071067811865476,2.0,0.0,-0.798,-0.37,Low
Westbengal,Howrah,1.375,0.5175491695067657,2.0,0.0,-0.799,-0.37,Low
West Bengal,Naihati Anandabazar,2.0,,2.0,0.0,-0.798,-0.37,Low
Uttaranchal,Udham Singh Nagar *,1.5,0.7071067811865476,2.0,0.0,-0.798,-0.37,Low
West Bengal,Burdwan,1.25,0.5,2.0,0.0,-0.799,-0.37,Low
WEST BENGAL,hooghly,1.2,0.4472135954999579,2.0,0.0,-0.799,-0.37,Low
Tamil Nadu,Tiruvarur,1.25,0.5,2.0,0.0,-0.799,-0.37,Low
Jammu & Kashmir,Kargil,1.625,0.5175491695067657,2.0,0.0,-0.798,-0.37,Low
Jammu & Kashmir,Doda,1.125,0.3535533905932738,2.0,0.0,-0.799,-0.37,Low
Orissa,Angul,1.25,0.5,2.0,0.0,-0.799,-0.37,Low
BALANAGAR,IDPL COLONY,2.0,,2.0,0.0,-0.798,-0.37,Low
Jammu & Kashmir,Punch,1.4285714285714286,0.5345224838248488,2.0,0.0,-0.799,-0.37,Low
Jaipur,Near meera hospital,2.0,,2.0,0.0,-0.798,-0.37,Low
Uttaranchal,Tehri Garhwal,2.0,,2.0,0.0,-0.798,-0.37,Low
Jammu and Kashmir,Poonch,1.3333333333333333,0.5773502691896257,2.0,0.0,-0.799,-0.37,Low
Odisha,NAYAGARH,1.2857142857142858,0.48795003647426655,2.0,0.0,-0.799,-0.37,Low
West Bengal,Domjur,1.25,0.5,2.0,0.0,-0.799,-0.37,Low
Orissa,Nuapada,1.3333333333333333,0.5773502691896257,2.0,0.0,-0.799,-0.37,Low
Madanapalle,Kadiri Road,2.0,,2.0,0.0,-0.798,-0.37,Low
West Bengli,Hooghly,1.5,0.7071067811865476,2.0,0.0,-0.798,-0.37,Low
West Bengal,East midnapore,1.1428571428571428,0.3779644730092272,2.0,0.0,-0.799,-0.37,Low
West Bengal,east midnapore,2.0,,2.0,0.0,-0.798,-0.37,Low
Pondicherry,Cuddalore,1.2,0.4472135954999579,2.0,0.0,-0.799,-0.37,Low
Orissa,Baudh,1.2857142857142858,0.48795003647426655,2.0,0.0,-0.799,-0.37,Low
Andaman & Nicobar Islands,Nicobars,1.2,0.4472135954999579,2.0,0.0,-0.799,-0.37,Low
Uttaranchal,Almora,1.0,,1.0,0.0,-0.799,-0.38,Low
Uttar Pradesh,Mahoba *,1.0,,1.0,0.0,-0.799,-0.38,Low
Uttar Pradesh,Jyotiba Phule Nagar *,1.0,,1.0,0.0,-0.799,-0.38,Low
Telangana,Medchalâmalkajgiri,1.0,,1.0,0.0,-0.799,-0.38,Low
Uttar Pradesh,Chandauli *,1.0,0.0,1.0,0.0,-0.799,-0.38,Low
Uttar Pradesh,Chitrakoot *,1.0,,1.0,0.0,-0.799,-0.38,Low
Uttar Pradesh,Auraiya *,1.0,,1.0,0.0,-0.799,-0.38,Low
West Bengal,Bally Jagachha,1.0,0.0,1.0,0.0,-0.799,-0.38,Low
Uttaranchal,Garhwal,1.0,,1.0,0.0,-0.799,-0.38,Low
Haryana,Akhera,1.0,,1.0,0.0,-0.799,-0.38,Low
Tamilnadu,Chennai,1.0,,1.0,0.0,-0.799,-0.38,Low
100000,100000,1.0,0.0,1.0,0.0,-0.799,-0.38,Low
Jammu & Kashmir,Bandipur,1.0,,1.0,0.0,-0.799,-0.38,Low
Jammu & Kashmir,Pulwama,1.0,0.0,1.0,0.0,-0.799,-0.38,Low
Jammu & Kashmir,Kupwara,1.0,0.0,1.0,0.0,-0.799,-0.38,Low
Raja Annamalai Puram,Near Dhyana Ashram,1.0,,1.0,0.0,-0.799,-0.38,Low
Puttenahalli,5th cross,1.0,,1.0,0.0,-0.799,-0.38,Low
Jammu and Kashmir,Bandipur,1.0,,1.0,0.0,-0.799,-0.38,Low
Jammu and Kashmir,?,1.0,,1.0,0.0,-0.799,-0.38,Low
Jammu and Kashmir,udhampur,1.0,,1.0,0.0,-0.799,-0.38,Low
Jharkhand,Bokaro *,1.0,0.0,1.0,0.0,-0.799,-0.38,Low
Pondicherry,Viluppuram,1.0,0.0,1.0,0.0,-0.799,-0.38,Low
Orissa,Khordha  *,1.0,,1.0,0.0,-0.799,-0.38,Low
Odisha,Balianta,1.0,,1.0,0.0,-0.799,-0.38,Low
Orissa,Anugul  *,1.0,,1.0,0.0,-0.799,-0.38,Low
Orissa,Jajapur  *,1.0,0.0,1.0,0.0,-0.799,-0.38,Low
Orissa,Sundergarh,1.0,0.0,1.0,0.0,-0.799,-0.38,Low
Nagpur,Near Uday nagar NIT garden,1.0,,1.0,0.0,-0.799,-0.38,Low
Karnataka,Udupi *,1.0,0.0,1.0,0.0,-0.799,-0.38,Low
Maharashtra,Dist : Thane,1.0,,1.0,0.0,-0.799,-0.38,Low
Odisha,BALANGIR,1.0,,1.0,0.0,-0.799,-0.38,Low
Odisha,Bhadrak(R),1.0,,1.0,0.0,-0.799,-0.38,Low
Manipur,Ukhrul,98.86666666666666,71.69655083962444,292.0,-0.099094171896279,-0.679,-0.81,Low
Jammu & Kashmir,Anantnag,1.8,0.7888106377466155,3.0,-0.016666666666666673,-0.798,-1.19,Low
Mizoram,Serchhip,12.833333333333334,9.146634328551125,34.0,-0.028057995018779324,-0.785,-1.27,Low
Karnataka,Bijapur(KAR),1.1666666666666667,0.38924947208076155,2.0,-0.041666666666666664,-0.799,-2.45,Low
Jammu & Kashmir,Leh (ladakh),1.3846153846153846,0.7679476477883045,3.0,-0.05128205128205129,-0.799,-2.92,Low
Maharashtra,Hingoli *,1.3333333333333333,0.49999999999999994,2.0,-0.05555555555555555,-0.799,-3.15,Low
West Bengal,West Medinipur,1.4545454545454546,0.6875516509523286,3.0,-0.060606060606060615,-0.799,-3.38,Low
West Bengal,nadia,1.4,0.8280786712108251,4.0,-0.08333333333333333,-0.799,-4.5,Low
Jammu & Kashmir,Badgam,1.25,0.4522670168666454,2.0,-0.08333333333333333,-0.799,-4.54,Low
Orissa,Baleswar,1.5454545454545454,0.5222329678670935,2.0,-0.09090909090909091,-0.798,-4.91,Low
Tamil Nadu,Kanchipuram,1.2142857142857142,0.42581531362631997,2.0,-0.10714285714285714,-0.799,-5.73,Low
